ticket_id,workspace_id,ticket_type,status,created_at,resolution_days
1613,243,Billing,Resolved,2025-02-20 02:18:23,11
1614,243,Billing,Open,2025-04-26 02:28:36,9
1615,243,Technical Issue,Resolved,2025-05-03 17:09:34,2
1616,243,Technical Issue,Resolved,2025-03-03 16:08:07,4
1617,243,Bug,Open,2025-06-11 09:33:59,8
1618,243,Bug,Open,2025-01-19 07:44:40,6
1619,243,Bug,Resolved,2025-01-23 19:04:44,7
1620,243,Technical Issue,Open,2025-03-09 03:37:03,13
1621,243,Technical Issue,Open,2025-01-15 04:38:10,7
1622,243,Billing,Open,2025-05-27 04:19:29,2
1623,244,Bug,Resolved,2025-01-14 17:30:11,10
1624,244,Technical Issue,Resolved,2025-05-20 19:21:13,13
1625,244,Feature Request,Open,2025-05-20 20:48:59,2
1626,245,Feature Request,Resolved,2025-04-29 21:53:48,8
1627,245,Bug,Resolved,2025-02-24 10:45:09,5
1628,245,Billing,Closed,2025-03-11 03:17:43,6
1629,245,Bug,Resolved,2025-05-17 15:47:07,2
1630,246,Billing,Open,2025-03-25 23:32:48,12
1631,246,Bug,Closed,2025-02-24 21:48:32,4
1632,246,Bug,Closed,2025-03-17 04:53:28,10
1633,247,Technical Issue,Open,2025-02-09 16:36:37,5
1634,247,Billing,Closed,2025-04-08 20:36:49,2
1635,247,Billing,Resolved,2025-05-15 04:29:07,6
1636,247,Billing,Closed,2025-02-18 05:05:14,7
1637,247,Technical Issue,Closed,2025-05-06 07:41:04,7
1638,247,Feature Request,Resolved,2025-02-23 18:28:05,3
1639,247,Technical Issue,Resolved,2025-02-04 05:23:27,7
1640,247,Bug,Resolved,2025-02-18 23:50:58,5
1641,247,Bug,Closed,2025-03-25 20:42:32,8
1642,248,Billing,Closed,2025-05-14 12:15:04,9
1643,248,Technical Issue,Closed,2025-05-19 07:41:03,2
1644,248,Billing,Open,2025-06-23 03:42:21,1
1645,248,Feature Request,Closed,2025-06-02 12:45:50,11
1646,248,Feature Request,Resolved,2025-01-22 21:08:00,13
1647,248,Feature Request,Open,2025-02-27 04:31:59,5
1648,249,Feature Request,Closed,2025-06-01 10:09:26,1
1649,249,Technical Issue,Open,2025-03-07 16:58:17,9
1650,249,Billing,Closed,2025-02-28 16:11:30,13
1651,249,Feature Request,Closed,2025-05-18 15:01:30,7
1652,249,Technical Issue,Open,2025-02-12 04:42:00,6
1653,250,Billing,Closed,2025-01-29 03:43:36,5
1654,250,Billing,Open,2025-06-24 07:56:04,12
1655,250,Bug,Resolved,2025-01-03 20:19:08,3
1656,250,Technical Issue,Resolved,2025-02-13 09:54:07,5
1657,250,Feature Request,Closed,2025-04-04 12:32:56,8
1658,251,Bug,Open,2025-04-04 22:37:54,11
1659,251,Bug,Open,2025-03-13 11:21:50,7
1660,251,Billing,Resolved,2025-04-04 20:59:25,6
1661,251,Billing,Closed,2025-03-24 10:30:40,4
1662,251,Billing,Open,2025-05-31 05:01:19,2
1663,251,Billing,Closed,2025-04-19 14:33:07,8
1664,252,Feature Request,Closed,2025-02-04 16:32:54,2
1665,252,Bug,Resolved,2025-05-21 22:26:32,8
1666,252,Billing,Resolved,2025-04-19 10:45:17,1
1667,253,Technical Issue,Open,2025-06-09 18:51:39,11
1668,253,Bug,Closed,2025-05-15 15:23:35,8
1669,253,Technical Issue,Resolved,2025-05-20 16:31:25,12
1670,253,Feature Request,Open,2025-06-17 20:18:27,3
1671,253,Bug,Closed,2025-05-24 19:58:13,11
1672,253,Billing,Closed,2025-04-04 17:18:13,8
1673,253,Billing,Closed,2025-01-13 09:34:49,7
1674,254,Technical Issue,Resolved,2025-05-31 16:03:10,7
1675,254,Technical Issue,Resolved,2025-02-28 06:40:06,4
1676,254,Billing,Open,2025-06-12 02:55:13,10
1677,254,Bug,Closed,2025-04-10 06:46:05,12
1678,254,Billing,Open,2025-05-28 02:31:09,1
1679,254,Billing,Resolved,2025-01-03 15:17:17,11
1680,254,Technical Issue,Open,2025-01-11 10:55:41,10
1681,254,Bug,Resolved,2025-01-11 17:17:28,7
1682,254,Billing,Open,2025-02-02 13:09:18,2
1683,254,Billing,Resolved,2025-03-17 22:53:19,13
1684,254,Billing,Closed,2025-03-23 12:05:34,11
1685,254,Billing,Closed,2025-03-23 00:03:18,2
1686,255,Billing,Resolved,2025-02-18 05:46:11,3
1687,255,Technical Issue,Resolved,2025-03-06 19:36:25,8
1688,255,Bug,Resolved,2025-05-01 09:55:33,9
1689,255,Billing,Open,2025-05-01 15:19:30,5
1690,255,Billing,Resolved,2025-05-23 02:27:37,13
1691,255,Technical Issue,Closed,2025-05-30 02:42:46,2
1692,255,Bug,Closed,2025-03-18 03:07:16,2
1693,255,Bug,Open,2025-06-27 07:10:13,7
1694,255,Billing,Resolved,2025-06-26 00:12:36,1
1695,255,Billing,Closed,2025-06-21 07:35:31,10
1696,255,Feature Request,Open,2025-05-15 09:10:07,12
1697,255,Technical Issue,Closed,2025-02-23 18:47:58,2
1698,255,Bug,Closed,2025-02-23 02:09:13,10
1699,256,Technical Issue,Resolved,2025-03-16 07:19:00,2
1700,256,Feature Request,Resolved,2025-01-27 14:11:11,9
1701,256,Bug,Open,2025-01-23 11:38:58,6
1702,256,Feature Request,Resolved,2025-06-24 11:39:21,2
1703,256,Technical Issue,Closed,2025-04-20 02:48:38,3
1704,256,Feature Request,Closed,2025-03-25 00:28:30,8
1705,257,Technical Issue,Open,2025-04-29 06:09:14,4
1706,257,Bug,Resolved,2025-02-02 21:59:13,7
1707,257,Billing,Closed,2025-04-06 03:14:04,5
1708,257,Billing,Resolved,2025-03-11 03:09:59,8
1709,257,Billing,Open,2025-03-11 11:26:54,12
1710,258,Billing,Open,2025-03-09 20:54:42,3
1711,258,Bug,Resolved,2025-05-08 12:44:29,1
1712,258,Technical Issue,Open,2025-02-11 11:29:33,9
1713,258,Billing,Open,2025-05-21 01:02:23,9
1714,258,Feature Request,Closed,2025-04-08 12:50:19,6
1715,258,Bug,Closed,2025-03-08 12:11:38,10
1716,259,Bug,Closed,2025-04-05 15:46:57,13
1717,259,Feature Request,Resolved,2025-01-23 14:52:20,1
1718,259,Bug,Resolved,2025-02-16 13:46:55,9
1719,259,Feature Request,Closed,2025-02-17 19:14:47,4
1720,260,Technical Issue,Open,2025-04-09 01:51:48,12
1721,260,Bug,Resolved,2025-03-13 10:30:23,4
1722,260,Technical Issue,Closed,2025-06-27 09:08:57,3
1723,260,Feature Request,Resolved,2025-04-25 05:06:18,1
1724,261,Billing,Resolved,2025-05-17 17:10:10,3
1725,261,Bug,Open,2025-04-09 06:02:56,6
1726,261,Billing,Open,2025-03-06 00:56:33,3
1727,261,Bug,Resolved,2025-06-17 11:03:33,3
1728,261,Feature Request,Closed,2025-04-01 10:24:44,12
1729,261,Feature Request,Open,2025-04-26 07:42:03,6
1730,262,Billing,Resolved,2025-04-30 18:49:34,6
1731,262,Billing,Resolved,2025-05-27 02:55:12,8
1732,262,Technical Issue,Closed,2025-04-09 09:59:14,3
1733,262,Bug,Open,2025-02-06 02:22:21,3
1734,263,Technical Issue,Closed,2025-06-10 15:19:30,11
1735,263,Bug,Closed,2025-01-18 12:46:31,6
1736,263,Bug,Closed,2025-03-24 04:30:52,12
1737,263,Bug,Resolved,2025-02-26 00:20:23,11
1738,263,Technical Issue,Closed,2025-03-11 21:48:22,9
1739,263,Billing,Open,2025-06-13 14:42:26,9
1740,263,Bug,Open,2025-06-25 14:12:00,10
1741,263,Billing,Resolved,2025-01-10 11:04:57,3
1742,264,Feature Request,Resolved,2025-05-17 05:38:54,11
1743,264,Bug,Open,2025-04-13 21:11:17,12
1744,264,Billing,Resolved,2025-04-13 10:48:03,11
1745,264,Technical Issue,Resolved,2025-03-02 13:58:39,5
1746,264,Bug,Closed,2025-04-22 14:51:42,12
1747,265,Feature Request,Resolved,2025-01-22 19:08:41,9
1748,265,Feature Request,Closed,2025-01-21 23:09:21,11
1749,265,Technical Issue,Resolved,2025-05-08 21:31:13,8
1750,265,Feature Request,Resolved,2025-05-21 01:19:59,12
1751,265,Feature Request,Resolved,2025-06-08 22:53:05,12
1752,265,Bug,Resolved,2025-02-18 02:14:38,7
1753,265,Billing,Open,2025-03-22 05:46:05,12
1754,265,Technical Issue,Closed,2025-03-26 23:37:54,13
1755,266,Billing,Resolved,2025-02-23 04:50:24,7
1756,266,Feature Request,Resolved,2025-05-10 23:27:50,13
1757,266,Technical Issue,Closed,2025-03-22 12:14:59,11
1758,266,Billing,Closed,2025-01-30 18:58:27,3
1759,266,Billing,Closed,2025-06-22 04:25:29,10
1760,267,Bug,Closed,2025-03-07 14:11:47,10
1761,267,Technical Issue,Closed,2025-02-23 04:46:02,2
1762,267,Billing,Open,2025-01-09 00:09:10,10
1763,267,Technical Issue,Closed,2025-03-25 07:19:42,8
1764,268,Bug,Open,2025-06-15 08:03:26,6
1765,268,Technical Issue,Open,2025-03-19 09:55:40,13
1766,268,Technical Issue,Open,2025-02-16 12:39:30,4
1767,268,Feature Request,Open,2025-04-26 11:24:35,6
1768,268,Technical Issue,Open,2025-05-02 13:41:38,5
1769,268,Billing,Open,2025-04-10 00:32:13,9
1770,268,Technical Issue,Closed,2025-04-01 03:49:56,10
1771,269,Billing,Open,2025-01-16 16:17:33,3
1772,269,Bug,Closed,2025-01-20 12:08:17,12
1773,269,Billing,Open,2025-02-13 05:01:11,4
1774,269,Billing,Closed,2025-05-18 18:55:10,1
1775,269,Billing,Resolved,2025-06-02 07:16:08,4
1776,269,Bug,Open,2025-03-07 23:05:29,1
1777,269,Feature Request,Resolved,2025-03-06 03:17:21,5
1778,269,Bug,Open,2025-06-13 05:05:47,11
1779,269,Technical Issue,Resolved,2025-06-01 10:13:49,11
1780,269,Bug,Open,2025-05-18 12:18:59,8
1781,269,Feature Request,Open,2025-01-13 03:48:32,8
1782,269,Feature Request,Closed,2025-03-30 15:03:34,5
1783,270,Technical Issue,Resolved,2025-05-18 01:06:40,11
1784,270,Technical Issue,Closed,2025-02-18 03:44:05,1
1785,270,Billing,Resolved,2025-04-14 04:45:12,9
1786,270,Technical Issue,Open,2025-01-06 14:03:30,10
1787,270,Bug,Open,2025-05-28 02:20:21,4
1788,270,Technical Issue,Open,2025-02-10 05:04:51,8
1789,271,Technical Issue,Open,2025-03-27 21:23:07,2
1790,271,Feature Request,Closed,2025-06-12 22:19:18,3
1791,271,Bug,Closed,2025-06-07 20:16:54,11
1792,271,Bug,Open,2025-04-15 02:06:45,6
1793,271,Billing,Closed,2025-05-02 21:22:11,1
1794,271,Feature Request,Resolved,2025-02-16 19:26:44,6
1795,271,Feature Request,Resolved,2025-04-07 12:39:44,3
1796,272,Feature Request,Closed,2025-01-05 20:05:07,12
1797,272,Billing,Resolved,2025-01-14 05:17:10,5
1798,272,Bug,Resolved,2025-05-18 21:58:23,6
1799,272,Technical Issue,Open,2025-01-16 02:23:06,2
1800,272,Feature Request,Resolved,2025-02-25 22:49:44,6
1801,272,Billing,Open,2025-03-25 19:47:29,11
1802,272,Feature Request,Closed,2025-04-29 08:03:58,4
1803,272,Technical Issue,Open,2025-05-23 23:29:02,8
1804,273,Billing,Closed,2025-04-15 09:57:41,10
1805,273,Bug,Closed,2025-05-27 23:16:38,8
1806,273,Bug,Resolved,2025-06-10 06:16:22,7
1807,273,Billing,Resolved,2025-03-06 00:12:55,1
1808,273,Billing,Open,2025-02-08 23:38:50,10
1809,273,Billing,Resolved,2025-04-28 18:01:10,12
1810,273,Bug,Open,2025-05-18 09:05:02,5
1811,273,Bug,Closed,2025-06-08 06:45:46,10
1812,273,Feature Request,Closed,2025-02-16 23:40:58,9
1813,274,Billing,Resolved,2025-06-15 08:16:16,3
1814,274,Feature Request,Resolved,2025-01-30 02:09:50,2
1815,274,Bug,Resolved,2025-06-22 11:52:03,2
1816,274,Bug,Resolved,2025-05-25 06:34:29,5
1817,274,Feature Request,Open,2025-03-30 16:45:27,10
1818,274,Billing,Resolved,2025-01-14 04:38:16,12
1819,274,Feature Request,Resolved,2025-01-04 19:09:17,7
1820,274,Technical Issue,Resolved,2025-03-22 09:24:22,8
1821,275,Bug,Closed,2025-04-28 10:08:40,1
1822,275,Billing,Open,2025-01-20 04:30:56,3
1823,275,Technical Issue,Open,2025-06-20 12:55:35,11
1824,275,Bug,Closed,2025-01-20 17:17:41,9
1825,275,Feature Request,Open,2025-01-25 18:31:46,7
1826,275,Technical Issue,Resolved,2025-02-05 07:05:14,7
1827,275,Billing,Resolved,2025-02-14 01:54:46,1
1828,276,Feature Request,Open,2025-04-27 12:33:44,5
1829,276,Billing,Closed,2025-02-12 22:21:22,7
1830,276,Feature Request,Resolved,2025-02-18 06:45:25,9
1831,276,Bug,Closed,2025-03-02 02:43:03,11
1832,276,Feature Request,Open,2025-01-12 17:23:05,8
1833,276,Billing,Resolved,2025-04-14 09:38:27,6
1834,277,Technical Issue,Resolved,2025-03-28 06:40:32,3
1835,277,Billing,Open,2025-05-31 13:20:38,12
1836,277,Billing,Closed,2025-04-13 04:27:24,1
1837,277,Billing,Resolved,2025-03-11 05:55:15,10
1838,277,Technical Issue,Closed,2025-01-30 19:12:07,1
1839,277,Billing,Resolved,2025-05-25 12:22:54,6
1840,278,Billing,Resolved,2025-04-29 07:50:12,6
1841,278,Feature Request,Resolved,2025-01-02 16:33:49,12
1842,278,Billing,Open,2025-01-18 03:22:32,9
1843,278,Billing,Closed,2025-04-08 10:06:19,6
1844,278,Bug,Closed,2025-06-19 10:04:35,9
1845,278,Billing,Resolved,2025-06-12 17:06:08,4
1846,278,Billing,Resolved,2025-06-27 04:40:02,1
1847,278,Feature Request,Closed,2025-05-15 08:39:29,1
1848,278,Feature Request,Closed,2025-01-04 03:49:34,10
1849,278,Bug,Resolved,2025-06-27 23:36:35,7
1850,278,Billing,Closed,2025-05-20 17:42:49,13
1851,278,Technical Issue,Closed,2025-02-22 13:38:17,13
1852,279,Bug,Open,2025-06-05 23:36:12,8
1853,279,Bug,Open,2025-01-25 01:54:19,7
1854,279,Feature Request,Resolved,2025-04-24 18:33:28,2
1855,279,Billing,Open,2025-02-21 05:40:30,1
1856,280,Technical Issue,Closed,2025-05-30 12:06:35,5
1857,280,Bug,Open,2025-06-16 07:58:07,2
1858,280,Bug,Resolved,2025-04-13 00:14:33,12
1859,280,Billing,Closed,2025-02-02 13:18:09,7
1860,280,Technical Issue,Open,2025-01-01 20:49:42,11
1861,281,Technical Issue,Open,2025-04-15 14:08:18,6
1862,281,Technical Issue,Open,2025-04-27 02:50:35,2
1863,281,Feature Request,Resolved,2025-02-07 16:49:20,7
1864,281,Billing,Closed,2025-04-05 11:51:51,4
1865,281,Technical Issue,Open,2025-04-23 09:23:56,13
1866,281,Feature Request,Resolved,2025-04-26 17:40:10,12
1867,282,Technical Issue,Open,2025-06-02 05:24:37,12
1868,282,Bug,Closed,2025-06-23 01:45:55,13
1869,282,Feature Request,Closed,2025-01-12 20:13:45,12
1870,282,Technical Issue,Closed,2025-02-24 11:07:25,10
1871,282,Technical Issue,Resolved,2025-04-14 19:38:16,9
1872,282,Technical Issue,Resolved,2025-04-02 08:26:24,5
1873,282,Billing,Closed,2025-03-18 00:21:47,11
1874,283,Technical Issue,Resolved,2025-03-01 14:11:52,4
1875,283,Technical Issue,Open,2025-04-16 00:07:30,10
1876,283,Billing,Resolved,2025-02-13 17:55:13,4
1877,283,Feature Request,Closed,2025-01-16 23:47:28,1
1878,284,Bug,Closed,2025-04-08 19:32:43,13
1879,284,Technical Issue,Closed,2025-04-08 02:12:08,10
1880,284,Billing,Resolved,2025-03-19 23:52:51,3
1881,284,Bug,Resolved,2025-03-26 07:37:06,8
1882,284,Billing,Open,2025-03-13 18:07:21,12
1883,284,Feature Request,Resolved,2025-06-17 07:02:55,10
1884,284,Billing,Resolved,2025-05-06 22:37:35,9
1885,284,Technical Issue,Resolved,2025-06-22 06:12:53,13
1886,284,Billing,Resolved,2025-01-04 08:22:02,3
1887,284,Billing,Closed,2025-03-03 16:53:56,6
1888,284,Bug,Resolved,2025-03-04 07:51:59,7
1889,284,Feature Request,Open,2025-05-06 05:28:44,1
1890,284,Technical Issue,Closed,2025-02-13 13:39:56,7
1891,285,Feature Request,Closed,2025-06-28 13:05:52,1
1892,285,Technical Issue,Resolved,2025-02-28 06:23:02,7
1893,285,Technical Issue,Open,2025-06-12 05:46:16,6
1894,285,Billing,Resolved,2025-03-14 21:58:18,2
1895,285,Technical Issue,Closed,2025-05-21 02:09:14,11
1896,285,Bug,Open,2025-02-01 08:28:07,7
1897,285,Bug,Resolved,2025-05-12 05:53:12,6
1898,286,Feature Request,Open,2025-01-07 06:00:15,2
1899,286,Feature Request,Resolved,2025-03-22 20:50:20,1
1900,286,Billing,Open,2025-06-14 10:41:27,6
1901,286,Bug,Resolved,2025-02-21 00:21:25,3
1902,286,Billing,Closed,2025-01-23 01:23:13,5
1903,286,Bug,Closed,2025-01-22 17:33:11,12
1904,286,Billing,Resolved,2025-05-09 12:19:45,11
1905,287,Feature Request,Resolved,2025-03-20 18:07:16,2
1906,287,Technical Issue,Resolved,2025-02-08 08:32:33,1
1907,287,Billing,Open,2025-03-14 16:19:01,6
1908,287,Bug,Resolved,2025-04-05 00:13:22,4
1909,287,Bug,Closed,2025-02-01 22:04:21,10
1910,288,Technical Issue,Resolved,2025-01-12 22:18:35,2
1911,288,Bug,Open,2025-03-24 13:20:42,7
1912,288,Feature Request,Closed,2025-01-18 07:50:01,10
1913,288,Billing,Open,2025-01-09 23:58:06,4
1914,288,Billing,Resolved,2025-06-20 12:09:17,13
1915,288,Bug,Open,2025-01-01 17:15:09,13
1916,288,Feature Request,Resolved,2025-02-16 03:14:18,3
1917,288,Bug,Resolved,2025-05-22 01:46:55,11
1918,289,Technical Issue,Open,2025-02-03 00:05:15,3
1919,289,Technical Issue,Resolved,2025-04-09 23:36:04,4
1920,289,Technical Issue,Closed,2025-04-11 01:18:14,7
1921,289,Bug,Open,2025-06-13 18:22:48,7
1922,289,Feature Request,Closed,2025-06-27 23:38:59,12
1923,290,Feature Request,Open,2025-02-08 22:31:41,10
1924,290,Billing,Resolved,2025-03-18 03:17:56,10
1925,290,Feature Request,Open,2025-02-23 01:41:58,12
1926,290,Billing,Resolved,2025-03-17 23:55:39,8
1927,290,Feature Request,Open,2025-02-11 03:17:05,3
1928,290,Bug,Open,2025-06-27 09:05:27,1
1929,290,Bug,Closed,2025-01-08 23:15:12,3
1930,290,Bug,Open,2025-06-28 11:01:56,11
1931,290,Bug,Closed,2025-04-16 00:54:12,2
1932,290,Technical Issue,Resolved,2025-05-04 19:46:55,2
1933,290,Billing,Closed,2025-06-24 21:47:07,2
1934,290,Billing,Open,2025-03-01 16:06:33,5
1935,291,Technical Issue,Resolved,2025-04-21 21:42:40,12
1936,291,Technical Issue,Open,2025-04-21 06:48:18,5
1937,291,Technical Issue,Closed,2025-04-06 09:42:03,11
1938,291,Billing,Resolved,2025-01-12 12:56:34,12
1939,291,Billing,Resolved,2025-04-28 22:27:49,10
1940,291,Feature Request,Resolved,2025-06-22 22:04:14,1
1941,292,Billing,Open,2025-01-19 08:03:17,12
1942,292,Feature Request,Closed,2025-02-08 00:19:06,6
1943,292,Bug,Closed,2025-03-05 23:49:53,6
1944,292,Bug,Resolved,2025-05-22 17:58:38,10
1945,292,Feature Request,Closed,2025-06-26 02:47:09,2
1946,292,Feature Request,Open,2025-06-18 03:58:51,1
1947,293,Billing,Closed,2025-05-28 01:59:32,13
1948,293,Technical Issue,Resolved,2025-02-09 14:17:06,2
1949,293,Billing,Open,2025-03-24 05:08:40,10
1950,293,Feature Request,Open,2025-04-09 22:53:49,6
1951,293,Billing,Resolved,2025-03-20 17:46:52,12
1952,294,Feature Request,Closed,2025-05-29 00:43:04,2
1953,294,Technical Issue,Resolved,2025-05-18 21:04:22,1
1954,294,Billing,Resolved,2025-01-10 16:03:15,6
1955,294,Technical Issue,Open,2025-05-03 09:29:01,13
1956,294,Billing,Resolved,2025-04-24 22:49:58,7
1957,295,Billing,Closed,2025-04-16 13:06:53,7
1958,295,Billing,Open,2025-06-03 08:23:08,8
1959,295,Feature Request,Open,2025-05-19 20:49:00,13
1960,295,Billing,Closed,2025-01-16 09:54:25,6
1961,295,Technical Issue,Open,2025-03-16 07:14:45,2
1962,296,Bug,Open,2025-06-06 14:13:10,7
1963,296,Billing,Resolved,2025-03-07 05:36:22,10
1964,296,Technical Issue,Resolved,2025-06-27 02:11:47,8
1965,296,Feature Request,Resolved,2025-04-22 10:16:53,1
1966,297,Technical Issue,Open,2025-02-25 18:16:21,8
1967,297,Billing,Resolved,2025-03-27 15:33:55,7
1968,297,Billing,Closed,2025-03-04 15:17:42,12
1969,297,Technical Issue,Open,2025-02-19 04:17:07,5
1970,297,Feature Request,Open,2025-02-06 20:05:33,3
1971,297,Feature Request,Resolved,2025-02-26 15:30:29,9
1972,297,Bug,Open,2025-04-26 00:03:00,13
1973,298,Billing,Closed,2025-02-12 21:14:31,5
1974,298,Technical Issue,Open,2025-04-11 23:21:55,3
1975,298,Billing,Open,2025-04-25 18:43:04,6
1976,298,Billing,Closed,2025-06-21 07:59:16,13
1977,298,Bug,Resolved,2025-03-18 00:13:51,10
1978,298,Billing,Resolved,2025-06-08 12:00:36,3
1979,298,Technical Issue,Resolved,2025-03-14 10:51:07,8
1980,298,Bug,Resolved,2025-02-21 18:20:01,2
1981,298,Bug,Resolved,2025-05-25 16:15:01,3
1982,298,Feature Request,Open,2025-06-04 22:43:11,8
1983,298,Bug,Closed,2025-02-25 03:01:09,8
1984,299,Bug,Closed,2025-02-27 05:56:32,7
1985,299,Feature Request,Closed,2025-04-01 23:26:08,13
1986,299,Billing,Resolved,2025-03-27 05:55:03,5
1987,299,Bug,Closed,2025-03-07 04:42:26,5
1988,299,Technical Issue,Open,2025-05-06 21:16:28,7
1989,299,Bug,Open,2025-05-23 19:54:08,1
1990,300,Feature Request,Resolved,2025-02-04 18:34:50,10
1991,300,Billing,Resolved,2025-03-30 20:39:38,3
1992,300,Billing,Resolved,2025-02-19 01:15:37,2
1993,300,Feature Request,Resolved,2025-02-03 17:04:18,6
1994,300,Feature Request,Open,2025-04-27 03:31:45,5
1995,300,Feature Request,Closed,2025-01-21 12:58:37,9
1996,301,Technical Issue,Resolved,2025-06-10 15:32:31,10
1997,301,Technical Issue,Open,2025-02-28 17:39:37,13
1998,301,Feature Request,Open,2025-01-22 02:54:06,12
1999,302,Technical Issue,Open,2025-02-17 07:13:58,5
2000,302,Technical Issue,Closed,2025-06-11 04:37:59,4
2001,302,Billing,Open,2025-01-05 05:10:09,8
2002,302,Bug,Closed,2025-02-15 04:06:49,2
2003,302,Bug,Open,2025-04-25 05:50:26,12
2004,302,Bug,Open,2025-05-05 08:52:27,11
2005,303,Feature Request,Open,2025-06-19 00:37:23,9
2006,303,Technical Issue,Open,2025-05-14 13:59:54,4
2007,303,Feature Request,Closed,2025-03-05 06:18:50,12
2008,304,Billing,Closed,2025-05-27 09:49:53,2
2009,304,Technical Issue,Resolved,2025-03-11 12:52:01,5
2010,304,Bug,Open,2025-02-16 12:40:42,10
2011,304,Feature Request,Open,2025-03-17 13:15:59,3
2012,304,Billing,Resolved,2025-01-29 21:07:40,3
2013,304,Technical Issue,Closed,2025-04-17 06:43:09,8
2014,304,Feature Request,Resolved,2025-04-05 19:13:45,4
2015,304,Bug,Open,2025-03-12 06:35:45,4
2016,305,Bug,Open,2025-05-05 18:47:17,4
2017,305,Feature Request,Resolved,2025-05-27 17:56:15,4
2018,305,Bug,Resolved,2025-01-03 18:19:13,8
2019,306,Feature Request,Closed,2025-06-12 13:01:57,10
2020,306,Feature Request,Closed,2025-02-04 06:35:16,8
2021,306,Technical Issue,Open,2025-04-24 22:08:16,13
2022,306,Bug,Resolved,2025-03-19 01:42:08,2
2023,306,Technical Issue,Open,2025-05-19 02:59:13,6
2024,306,Feature Request,Closed,2025-04-08 03:03:37,9
2025,306,Billing,Open,2025-01-14 09:09:07,1
2026,307,Billing,Resolved,2025-01-04 15:44:47,4
2027,307,Bug,Open,2025-03-05 17:33:47,9
2028,307,Technical Issue,Resolved,2025-02-09 19:32:02,11
2029,307,Technical Issue,Open,2025-05-12 21:41:08,12
2030,307,Feature Request,Open,2025-04-11 23:02:40,13
2031,308,Bug,Open,2025-02-24 16:12:53,12
2032,308,Technical Issue,Resolved,2025-01-12 07:23:43,4
2033,308,Technical Issue,Closed,2025-03-08 06:16:07,12
2034,308,Technical Issue,Resolved,2025-02-19 16:48:06,11
2035,308,Technical Issue,Closed,2025-06-17 23:22:38,3
2036,308,Feature Request,Closed,2025-05-01 00:35:41,12
2037,308,Feature Request,Open,2025-06-22 02:00:41,5
2038,309,Technical Issue,Resolved,2025-03-29 20:50:37,8
2039,309,Feature Request,Open,2025-01-07 13:41:06,6
2040,309,Bug,Closed,2025-04-15 13:43:47,4
2041,309,Technical Issue,Open,2025-04-19 02:06:52,12
2042,310,Billing,Resolved,2025-03-03 07:19:02,7
2043,310,Feature Request,Closed,2025-04-06 14:45:26,12
2044,310,Bug,Closed,2025-02-02 05:22:16,5
2045,310,Feature Request,Resolved,2025-02-17 19:23:29,2
2046,310,Technical Issue,Resolved,2025-05-07 17:03:48,4
2047,310,Feature Request,Resolved,2025-06-22 20:14:24,2
2048,311,Bug,Resolved,2025-02-21 01:09:07,9
2049,311,Feature Request,Closed,2025-05-14 07:14:21,5
2050,311,Feature Request,Open,2025-06-06 15:03:16,9
2051,311,Technical Issue,Open,2025-02-10 01:14:49,11
2052,311,Bug,Closed,2025-03-07 14:39:30,7
2053,311,Technical Issue,Closed,2025-01-18 05:02:52,9
2054,312,Feature Request,Resolved,2025-04-08 10:28:06,11
2055,312,Billing,Closed,2025-03-22 03:18:59,8
2056,312,Bug,Open,2025-04-15 12:44:50,3
2057,312,Bug,Resolved,2025-05-13 00:11:13,7
2058,312,Bug,Resolved,2025-01-03 07:05:52,2
2059,312,Billing,Closed,2025-06-19 17:43:05,8
2060,312,Feature Request,Resolved,2025-01-28 21:16:14,7
2061,312,Technical Issue,Open,2025-04-30 07:56:46,12
2062,312,Billing,Closed,2025-06-28 14:30:15,5
2063,312,Bug,Closed,2025-03-27 13:35:38,12
2064,313,Billing,Resolved,2025-01-18 13:02:44,11
2065,313,Technical Issue,Open,2025-06-04 14:05:27,8
2066,313,Billing,Open,2025-03-17 20:53:58,1
2067,313,Technical Issue,Resolved,2025-02-25 14:44:01,1
2068,313,Feature Request,Resolved,2025-04-05 00:10:17,9
2069,313,Technical Issue,Closed,2025-02-09 22:27:05,9
2070,313,Bug,Closed,2025-03-31 19:05:39,4
2071,314,Technical Issue,Closed,2025-05-21 05:26:15,4
2072,314,Bug,Open,2025-05-16 20:46:47,6
2073,315,Feature Request,Closed,2025-04-22 03:38:41,9
2074,315,Feature Request,Open,2025-01-11 08:37:13,10
2075,315,Billing,Closed,2025-05-06 15:19:27,3
2076,315,Bug,Open,2025-02-08 13:50:31,7
2077,315,Feature Request,Open,2025-01-03 15:16:27,7
2078,315,Billing,Resolved,2025-02-26 01:05:35,10
2079,315,Feature Request,Closed,2025-04-20 13:18:13,13
2080,315,Feature Request,Closed,2025-04-23 18:26:31,4
2081,316,Bug,Resolved,2025-06-02 15:40:03,11
2082,316,Technical Issue,Closed,2025-06-03 13:55:50,10
2083,316,Bug,Closed,2025-01-12 22:51:01,5
2084,317,Technical Issue,Closed,2025-02-15 22:07:13,3
2085,317,Bug,Resolved,2025-05-11 17:09:08,13
2086,317,Bug,Resolved,2025-02-17 12:44:41,4
2087,317,Technical Issue,Open,2025-01-11 00:37:04,3
2088,317,Bug,Open,2025-06-08 16:09:39,2
2089,317,Bug,Open,2025-01-16 20:20:21,10
2090,317,Feature Request,Open,2025-02-10 15:01:30,12
